City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
280,easton,40.6884,-75.2207,21.38,56,0,3.6,US,1684714805
281,kuraymah,18.55,31.85,29.59,12,67,4.43,SD,1684714838
282,panambi,-28.2925,-53.5017,14.59,91,100,3.59,BR,1684714999
283,rio preto da eva,-2.6994,-59.6997,24.22,96,59,1.18,BR,1684715050
284,novo aripuana,-5.1206,-60.3797,26.49,82,96,1.14,BR,1684714838
285,palmer,42.1584,-72.3287,18.75,69,40,2.06,US,1684715050
286,saudarkrokur,65.7461,-19.6394,3.34,69,91,9.11,IS,1684715050
287,massawa,15.6097,39.45,28.82,76,21,2.85,ER,1684714839
288,ancud,-41.8697,-73.8203,6.99,89,99,1.28,CL,1684715051
289,"laikit, laikit ii (dimembe)",1.4792,124.9735,28.47,74,20,1.54,ID,1684714839
290,icano,-28.9193,-65.3282,15.4,90,34,3.83,AR,1684715051
291,margate,51.3813,1.3862,12.39,81,11,4.02,GB,1684715051
292,togitsu,32.8333,129.85,19.99,77,75,2.06,JP,1684715052
293,antofagasta,-23.65,-70.4,16.94,83,37,2.22,CL,1684714398
294,vrangel',42.7297,133.0839,12.29,71,6,3.5,RU,1684715052
295,gisborne,-38.6533,178.0042,17.93,59,80,3.73,NZ,1684715052
296,nemuro,43.3236,145.575,9.38,87,47,3.24,JP,1684715052
297,kisangani,0.5167,25.2,21.59,98,68,1.01,CD,1684715053
298,el granada,37.5027,-122.4694,28.84,78,100,9.26,US,1684714841
299,jindabyne,-36.4167,148.6333,10.73,37,1,1.06,AU,1684715053
300,thisted,56.9552,8.6949,13.41,81,13,3.38,DK,1684715053
301,kloulklubed,7.0419,134.2556,28.78,74,85,3.26,PW,1684715053
302,turkestan,43.3333,68.25,18.82,38,14,3.2,KZ,1684715053
303,zurrieq,35.8311,14.4742,16.65,100,20,2.57,MT,1684715054
304,la ronge,55.1001,-105.2842,13.14,44,100,4.12,CA,1684714842
305,konarka,19.9,86.1167,26.22,87,16,8.49,IN,1684715054
306,madalena,41.2162,-8.3345,18.59,58,73,1.99,PT,1684715054
307,igarka,67.4667,86.5833,1.64,96,100,3.81,RU,1684715055
308,weno,7.4515,151.8468,29.97,84,100,4.12,FM,1684715055
309,geraldton,-28.7667,114.6,15.23,44,7,9.26,AU,1684715055
310,kralendijk,12.15,-68.2667,26.99,89,20,5.66,BQ,1684715055
311,shima,24.4478,117.8111,29.01,86,91,1.48,CN,1684715055
312,howrah,22.5892,88.3103,27.0,78,40,3.6,IN,1684715056
313,sierra grande,-41.606,-65.3557,13.81,37,91,4.74,AR,1684715056
314,chibougamau,49.9168,-74.3659,1.79,48,75,2.57,CA,1684714844
315,umm ruwaba,12.9061,31.2158,27.4,8,2,4.54,SD,1684715056
316,sinabang,2.4803,96.3801,27.15,79,98,2.05,ID,1684715056
317,prachatice,49.0129,13.9975,15.15,92,24,1.44,CZ,1684715056
318,port douglas,-16.4833,145.4667,24.05,57,54,8.06,AU,1684714844
319,qamdo,31.1667,97.2333,3.44,58,13,0.78,CN,1684714845
320,sanctuary point,-35.1114,150.629,16.66,48,0,1.32,AU,1684715057
321,vung tau,10.346,107.0843,28.46,75,96,2.3,VN,1684715057
322,ulan bator,47.9077,106.8832,5.07,70,0,1.0,MN,1684714794
323,kohima,25.6667,94.1167,17.52,82,99,1.08,IN,1684715057
324,saarijarvi,62.7049,25.254,8.09,72,100,1.52,FI,1684715058
325,norrtalje,59.758,18.705,9.1,66,63,1.63,SE,1684714846
326,arraial do cabo,-22.9661,-42.0278,22.83,79,67,9.51,BR,1684715041
327,coquimbo,-29.9533,-71.3436,14.85,82,100,2.06,CL,1684714905
328,luumaki,60.9262,27.5814,11.03,70,83,1.7,FI,1684715058
329,les anglais,18.3054,-74.2197,26.22,82,12,1.47,HT,1684715058
330,tual,-5.6667,132.75,27.19,82,100,10.2,ID,1684714847
331,baiao,-2.7906,-49.6717,23.64,99,94,1.1,BR,1684715059
332,puryong,42.0606,129.7117,18.76,38,1,5.75,KP,1684715059
333,mirnyy,62.5353,113.9611,4.02,32,8,0.89,RU,1684715059
334,newman,37.3138,-121.0208,34.19,33,4,2.68,US,1684715059
335,winnemucca,40.973,-117.7357,25.03,25,20,7.72,US,1684715060
336,gwanda,-20.9333,29.0,15.95,56,46,0.51,ZW,1684715060
337,kupang,-10.1667,123.5833,27.32,74,20,5.14,ID,1684715060
338,salekhard,66.53,66.6019,4.07,81,48,2.65,RU,1684715060
339,zaozersk,69.4005,32.4476,8.74,83,86,3.93,RU,1684715060
340,puerto deseado,-47.7503,-65.8938,7.14,82,17,12.46,AR,1684714890
341,chala,-7.5833,31.2667,13.59,66,23,1.67,TZ,1684715061
342,forster,-32.1667,152.5167,16.88,54,2,3.6,AU,1684714849
343,hillsborough,37.5741,-122.3794,29.41,77,75,9.26,US,1684714856
344,sorong,-0.8833,131.25,27.04,80,61,3.86,ID,1684715061
345,ketchikan,55.3422,-131.6461,13.26,67,75,4.63,US,1684715062
346,hobyo,5.3505,48.5268,27.78,81,29,6.98,SO,1684715062
347,kijang,35.2442,129.2139,19.85,63,100,2.35,KR,1684714850
348,schweizer-reneke,-27.1887,25.3293,8.93,31,4,2.59,ZA,1684714850
349,axim,4.8699,-2.2405,26.19,84,97,0.87,GH,1684714850
350,soio,-6.1349,12.3689,24.21,87,31,2.38,AO,1684714851
351,vorgashor,67.5833,63.95,2.33,97,73,2.96,RU,1684714851
352,hondo,32.45,130.2,19.21,76,69,1.15,JP,1684715063
353,choyr,46.3611,108.3611,8.14,50,2,2.5,MN,1684714851
354,khenifra,32.9333,-5.6667,9.98,80,61,1.27,MA,1684715063
355,acarau,-2.8856,-40.12,26.14,85,78,4.6,BR,1684715014
356,port augusta,-32.5,137.7667,15.38,60,0,2.13,AU,1684715063
357,laguna,38.421,-121.4238,33.52,37,0,2.57,US,1684715064
358,prineville,44.2999,-120.8345,22.39,43,75,6.69,US,1684715064
359,mont-laurier,46.5501,-75.4993,12.79,48,1,3.09,CA,1684715064
360,macau,22.2006,113.5461,30.48,84,20,2.57,MO,1684715064
361,port macquarie,-31.4333,152.9167,17.72,52,12,4.23,AU,1684714908
362,luang prabang,19.8856,102.1347,26.99,73,6,0.49,LA,1684715065
363,villa gesell,-37.2639,-56.973,16.7,94,80,5.93,AR,1684714523
364,mount isa,-20.7333,139.5,19.87,24,0,4.63,AU,1684715065
365,bonthe,7.5264,-12.505,27.13,79,88,2.7,SL,1684715065
366,launceston,-41.45,147.1667,12.67,87,100,4.63,AU,1684715032
367,yeppoon,-23.1333,150.7333,19.88,48,0,5.86,AU,1684715065
368,colby,39.3958,-101.0524,23.51,59,0,4.47,US,1684715066
369,praya,14.9215,-23.5087,23.3,73,40,7.2,CV,1684714854
370,okhotsk,59.3833,143.3,3.07,83,99,9.08,RU,1684714854
371,ciudad bolivar,8.1222,-63.5497,27.31,73,100,1.9,VE,1684714855
372,lata,40.1629,-8.3327,14.4,71,74,1.19,PT,1684714855
373,louis trichardt,-23.0439,29.9032,14.49,50,0,1.26,ZA,1684715067
374,tortoli,39.9256,9.6572,14.9,94,40,3.6,IT,1684715067
375,nagqu,31.5,92.0,-3.46,89,100,0.72,CN,1684714856
376,hue,16.4667,107.6,30.06,66,40,1.03,VN,1684714856
377,cromwell,41.5951,-72.6454,19.15,75,0,2.06,US,1684715068
378,aksu,41.1231,80.2644,17.62,47,97,2.69,CN,1684715068
379,sinop,41.7711,34.8709,9.91,92,73,0.84,TR,1684714857
380,ichalkaranji,16.7,74.4667,25.61,68,63,2.36,IN,1684714857
381,mil'kovo,55.6078,37.7956,9.22,83,87,1.18,RU,1684715068
382,priyutovo,53.9,53.9333,12.07,54,0,3.38,RU,1684715068
383,aegina,37.7467,23.4275,18.91,76,84,3.82,GR,1684715069
384,severnoye,56.3491,78.3619,12.33,56,57,1.97,RU,1684714857
385,kampene,-3.6,26.6667,21.19,95,69,0.37,CD,1684715069
386,maqat,47.65,53.3167,18.97,53,100,4.79,KZ,1684714858
387,udachny,66.4167,112.4,1.36,46,69,3.15,RU,1684715069
388,lazaro cardenas,17.9583,-102.2,29.69,71,54,2.74,MX,1684715070
389,awjilah,29.1081,21.2869,20.23,48,0,2.68,LY,1684715070
390,praia da vitoria,38.7333,-27.0667,17.14,82,40,4.58,PT,1684714858
391,labytnangi,66.6572,66.4183,4.15,82,56,2.31,RU,1684715070
392,kertih,4.5141,103.4483,26.01,94,20,1.03,MY,1684715070
393,matthew town,20.95,-73.6667,27.16,75,2,4.84,BS,1684715070
394,tofol,5.3248,163.0078,29.88,79,75,1.54,FM,1684714859
395,richards bay,-28.783,32.0377,19.44,68,87,8.32,ZA,1684715071
396,north ward,-19.2454,146.8075,22.95,38,0,6.69,AU,1684715071
397,zeya,53.75,127.2667,17.21,41,20,4.01,RU,1684715071
398,usogorsk,63.4106,48.6872,11.49,49,91,0.23,RU,1684715071
399,cooper's town,26.8667,-77.5167,26.06,74,29,5.43,BS,1684714860
400,yilan,24.757,121.753,30.57,64,93,0.82,TW,1684715072
401,kiffa,16.6166,-11.4045,34.29,11,99,3.24,MR,1684714860
402,olyokminsk,60.3736,120.4264,6.17,49,18,1.56,RU,1684715072
403,penja,4.6391,9.6799,23.6,98,92,0.13,CM,1684715072
404,fada,9.5667,8.3,21.62,91,100,1.81,NG,1684714861
405,el calafate,-50.3408,-72.2768,1.01,86,52,0.68,AR,1684715073
406,pehowa,29.9833,76.5833,30.4,12,2,1.61,IN,1684714853
407,yunak,38.8142,31.7322,13.61,67,82,1.09,TR,1684715073
408,kot ghulam muhammad,32.333,74.548,27.79,22,2,1.94,PK,1684715073
409,glace bay,46.1969,-59.957,13.27,95,100,5.14,CA,1684714862
410,mocksville,35.894,-80.5614,22.22,61,0,2.79,US,1684715074
411,kruisfontein,-34.0033,24.7314,11.05,74,94,1.79,ZA,1684714863
412,hnidyn,50.329,30.7106,12.86,70,1,2.92,UA,1684714939
413,kununurra,-15.7667,128.7333,20.99,28,1,5.66,AU,1684715074
414,vila-real,39.9333,-0.1,18.16,74,70,1.0,ES,1684715074
415,alesund,62.4723,6.1549,9.86,93,100,3.6,NO,1684714864
416,kyren,51.6828,102.1408,10.94,45,93,0.41,RU,1684715075
417,esquel,-42.9,-71.3167,3.58,93,64,1.72,AR,1684715075
418,semera,11.501,41.201,28.68,55,6,4.91,ET,1684715075
419,arkhonskaya,43.11,44.5125,13.81,93,98,0.0,RU,1684715075
420,tromso,69.6496,18.957,7.43,87,20,2.06,NO,1684715075
421,skelleftea,64.7507,20.9528,9.2,98,0,2.06,SE,1684714865
422,sarkand,45.41,79.9186,11.42,76,98,2.08,KZ,1684715076
423,calchaqui,-29.8877,-60.287,17.33,96,99,3.6,AR,1684714865
424,aitape,-3.1374,142.3475,27.96,71,94,0.89,PG,1684715076
425,nagato,34.3833,131.2,20.0,80,92,2.97,JP,1684715076
426,jabat,7.75,168.9751,27.91,83,98,6.4,MH,1684715077
427,ga-kgapane,-23.6333,30.2167,14.67,42,0,2.14,ZA,1684715077
428,valle de la pascua,9.2155,-66.0073,28.0,66,100,1.22,VE,1684715077
429,bam,29.106,58.357,26.46,32,93,3.64,IR,1684715077
430,orkney,-26.9802,26.6727,9.8,30,4,1.21,ZA,1684715077
431,as sulayyil,20.4607,45.5779,29.14,32,37,1.33,SA,1684715078
432,crane,31.3974,-102.3501,27.02,38,40,4.52,US,1684714868
433,lashkar gah,31.5938,64.3716,29.12,17,100,0.82,AF,1684715078
434,ha tinh,18.3333,105.9,31.0,62,7,3.04,VN,1684715078
435,smithers,54.7804,-127.1743,16.18,51,100,6.69,CA,1684715078
436,uliastay,47.7417,96.8444,10.92,40,100,2.97,MN,1684715079
437,chinchilla,-26.75,150.6333,14.66,49,0,2.88,AU,1684715079
438,sitka,57.0531,-135.33,12.94,58,40,6.17,US,1684714869
439,manokwari,-0.8667,134.0833,27.41,69,98,0.86,ID,1684715079
440,tubarjal,30.4999,38.216,22.93,24,2,1.2,SA,1684715080
441,cabo san lucas,22.8909,-109.9124,33.17,31,0,5.14,MX,1684715080
442,gandajika,-6.75,23.95,22.16,64,60,0.7,CD,1684715080
443,i-n-salah,27.1935,2.4607,26.63,13,0,3.0,DZ,1684714870
444,hobe sound,27.0595,-80.1364,27.21,74,20,4.12,US,1684714870
445,kalmunai,7.4167,81.8167,25.68,88,94,2.84,LK,1684714870
446,ola,59.5833,151.2833,5.08,82,98,0.92,RU,1684715081
447,carrizo springs,28.5219,-99.8606,23.34,88,75,4.45,US,1684714871
448,inhambane,-23.865,35.3833,20.95,91,0,3.21,MZ,1684715081
449,ust-tsilma,65.441,52.1498,11.42,60,98,1.08,RU,1684715081
450,kota,25.1833,75.8333,32.12,24,14,5.79,IN,1684714515
451,novodvinsk,64.4165,40.8122,13.92,61,100,1.32,RU,1684715081
452,taltal,-25.4,-70.4833,18.11,73,98,1.46,CL,1684715082
453,westport,41.1415,-73.3579,19.36,71,0,3.09,US,1684715046
454,twon-brass,4.3151,6.2418,27.06,82,94,3.65,NG,1684714872
455,islamkot,24.6997,70.177,26.74,82,9,6.81,PK,1684714873
456,saldanha,-33.0117,17.9442,10.03,77,97,2.78,ZA,1684715082
457,tolanaro,-25.0319,46.9987,18.46,86,0,2.82,MG,1684715083
458,lesnoy,57.6198,63.0784,11.18,45,12,1.26,RU,1684715083
459,marquette,46.5333,-87.6335,12.36,68,74,0.89,US,1684715083
460,qarqaraly,49.4058,75.4742,9.4,48,30,1.98,KZ,1684715083
461,mati,6.9551,126.2166,28.58,75,96,1.26,PH,1684715084
462,itoman,26.1247,127.6694,28.01,83,75,7.2,JP,1684715084
463,new norfolk,-42.7826,147.0587,15.72,67,100,1.79,AU,1684715084
464,zemio,5.0314,25.1361,21.25,96,61,1.59,CF,1684714875
465,kirensk,57.7853,108.1119,13.9,50,76,1.96,RU,1684715084
466,sumbe,-11.2061,13.8437,23.53,90,89,2.86,AO,1684714875
467,yigo village,13.5361,144.8886,29.62,75,20,7.72,GU,1684714875
468,ma'rib,15.4591,45.3253,26.93,43,83,1.94,YE,1684714876
469,lodwar,3.1191,35.5973,29.25,47,61,5.39,KE,1684715085
470,sao raimundo nonato,-9.0153,-42.6994,25.85,56,39,4.36,BR,1684715085
471,shimoda,34.6667,138.95,25.61,80,39,1.79,JP,1684715085
472,sanand,22.9833,72.3833,29.12,72,4,4.43,IN,1684714876
473,lamu,-2.2717,40.902,26.12,85,22,3.38,KE,1684715086
474,burutu,5.3509,5.5076,26.12,87,100,2.06,NG,1684715086
475,revda,56.801,59.9303,10.2,55,62,0.77,RU,1684714877
476,yonago,35.4333,133.3333,20.93,83,75,1.03,JP,1684715086
477,misratah,32.3754,15.0925,19.08,71,0,4.87,LY,1684715086
478,punta del este,-34.9667,-54.95,18.26,93,0,3.6,UY,1684714878
479,whakatane,-37.9585,176.9854,17.1,82,40,0.45,NZ,1684715087
480,gao,16.6362,1.637,33.42,15,100,1.84,ML,1684715087
481,arkalyk,50.2486,66.9114,12.26,43,48,4.64,KZ,1684715087
482,neiafu,-18.65,-173.9833,27.38,78,75,2.57,TO,1684714879
483,kailua-kona,19.6406,-155.9956,27.98,83,75,5.14,US,1684715087
484,zavitinsk,50.1167,129.45,15.65,48,9,1.69,RU,1684715088
485,alva,56.1528,-3.8051,12.25,94,99,0.79,GB,1684715088
486,balkanabat,39.5108,54.3671,23.25,44,38,2.57,TM,1684715088
487,gunjur,13.2019,-16.7339,25.04,73,0,2.57,GM,1684715088
488,mitu,1.1983,-70.1733,24.38,92,84,0.87,CO,1684715088
489,harnosand,62.6323,17.9379,5.0,81,5,2.19,SE,1684714880
490,corner brook,48.9667,-57.9484,13.09,92,100,6.09,CA,1684714802
491,greymouth,-42.4667,171.2,11.65,74,100,2.38,NZ,1684715089
492,kismayo,-0.3582,42.5454,26.07,84,90,4.1,SO,1684715089
493,neftcala,39.3742,49.2472,17.55,80,0,1.98,AZ,1684715089
494,brisas de zicatela,15.8369,-97.0419,31.29,58,40,1.54,MX,1684714816
495,san julian,21.0167,-102.1667,24.73,33,80,1.13,MX,1684715090
496,katabu,-4.9333,122.5167,26.89,75,56,3.77,ID,1684715090
497,nyurba,63.2842,118.3319,2.6,50,10,2.77,RU,1684714883
498,stephanskirchen,47.8595,12.1528,15.05,84,7,2.17,DE,1684715090
499,lospalos,-8.5186,127.0025,23.34,67,35,4.75,TL,1684714883
500,trincomalee,8.5711,81.2335,27.01,80,100,5.37,LK,1684714884
501,mahomet,40.1953,-88.4042,27.08,29,27,1.67,US,1684715091
502,rongelap,11.1635,166.8941,27.79,82,90,6.57,MH,1684714884
503,dana point,33.467,-117.6981,27.86,85,47,2.68,US,1684715091
504,caarapo,-22.6342,-54.8222,17.9,76,100,1.54,BR,1684715091
505,aparecida,-22.8469,-45.2297,14.66,79,94,1.0,BR,1684715092
506,muynoq,43.7683,59.0214,18.93,62,91,5.08,UZ,1684715092
507,shenjiamen,29.9576,122.298,19.19,99,100,1.99,CN,1684714886
508,conduaga,8.862,117.4893,28.9,72,86,1.17,PH,1684715092
509,shchuchinsk,52.9333,70.2,11.09,57,40,2.08,KZ,1684715092
510,pearsall,28.8922,-99.095,23.54,82,98,3.43,US,1684715093
511,tongouson,5.0214,120.1328,28.64,76,96,2.92,PH,1684715093
512,ostersund,63.1792,14.6357,10.34,39,71,6.71,SE,1684714887
513,quatre cocos,-20.2078,57.7625,21.72,83,16,1.2,MU,1684715093
514,turtas,58.9417,69.1325,11.99,48,11,1.55,RU,1684715093
515,marsabit,2.3284,37.9899,18.14,84,41,4.54,KE,1684715094
516,starominskaya,46.53,39.0497,12.81,86,84,3.57,RU,1684714997
517,saint-pierre,-21.3393,55.4781,23.82,69,0,3.09,RE,1684714705
518,hermansverk,61.1846,6.8502,9.25,75,18,0.51,NO,1684715094
519,presidente epitacio,-21.7633,-52.1156,18.6,64,98,3.04,BR,1684715094
520,talcahuano,-36.7167,-73.1167,12.82,100,75,3.6,CL,1684714883
521,shimanovsk,52.0,127.7,16.98,42,38,4.68,RU,1684715095
522,porto novo,6.4965,2.6036,27.9,91,100,2.08,BJ,1684715095
523,antsiranana,-12.2787,49.2917,22.18,92,50,2.43,MG,1684715095
524,dakhla,23.6848,-15.958,18.29,81,7,7.51,EH,1684715095
525,smara,26.7384,-11.6719,17.16,68,8,4.41,EH,1684715095
526,montepuez,-13.1256,38.9997,18.48,99,41,1.53,MZ,1684715096
527,atuncolla,-15.6833,-70.15,6.89,33,44,2.05,PE,1684715096
528,novyy urengoy,66.0833,76.6333,0.59,87,62,3.19,RU,1684715096
529,ar ruways,24.1103,52.7306,30.21,47,60,2.75,AE,1684715096
530,mandalgovi,45.7625,106.2708,9.02,44,3,4.15,MN,1684715096
531,novyy urgal,51.0736,132.5642,15.33,44,5,0.25,RU,1684715057
532,tabou,4.423,-7.3528,26.39,83,50,1.36,CI,1684714893
533,dungarvan,52.0881,-7.6253,15.31,100,81,0.89,IE,1684714894
534,barentu,15.1139,37.5928,25.3,33,0,1.22,ER,1684714894
535,galliano,29.4422,-90.2992,28.0,69,100,2.57,US,1684715097
536,puerto santa,-8.9906,-78.6456,22.36,83,70,5.03,PE,1684715097
537,prince albert,53.2001,-105.7677,19.97,40,75,6.17,CA,1684714895
538,oranjemund,-28.55,16.4333,12.39,93,77,3.23,NA,1684714895
539,dailekh,28.8333,81.6667,21.07,31,6,2.7,NP,1684715098
540,sainte-suzanne,-20.9061,55.6089,24.12,83,0,3.09,RE,1684715098
541,pemba,-12.974,40.5178,24.85,81,33,3.22,MZ,1684715098
542,libreville,0.3925,9.4537,27.01,83,40,3.6,GA,1684715098
543,touros,-5.1989,-35.4608,25.87,85,3,4.47,BR,1684715098
544,constitucion,-35.3333,-72.4167,12.15,94,100,4.91,CL,1684715099
545,kirkwall,58.9848,-2.9587,9.03,93,75,2.57,GB,1684715099
546,mundri,-6.9558,111.71,24.18,81,73,2.97,ID,1684715099
547,truth or consequences,33.1284,-107.2528,26.62,34,75,2.06,US,1684714898
548,pangody,65.85,74.4859,2.32,81,16,2.9,RU,1684715099
549,island harbour,50.724,-1.2758,12.77,75,24,0.89,GB,1684715099
550,bezopasnoye,45.6483,41.936,13.09,92,96,3.21,RU,1684715100
551,yarmouth,41.7057,-70.2286,16.77,81,0,2.06,US,1684714899
552,sergeyevka,53.88,67.4158,11.85,65,64,2.53,KZ,1684715100
553,jwaneng,-24.6004,24.7303,12.33,25,0,3.35,BW,1684714904
554,san rafael del sur,11.8485,-86.4384,32.54,54,91,2.22,NI,1684715100
555,tsiombe,-25.3,45.4833,17.29,93,0,2.27,MG,1684714905
556,myeik,12.4333,98.6,28.16,79,49,3.64,MM,1684714905
557,cestos city,5.46,-9.5828,27.17,80,100,3.25,LR,1684715101
558,fangshan,39.6983,115.9925,22.44,23,19,2.9,CN,1684715101
559,baotou,40.6522,109.8222,12.0,38,0,3.76,CN,1684714924
560,weyburn,49.6668,-103.8511,21.12,40,99,6.69,CA,1684715021
561,aioun,16.6614,-9.6149,33.29,24,100,4.27,MR,1684715102
562,bull savanna,17.8868,-77.5902,25.17,82,28,1.05,JM,1684715102
